stamp,x,y,yaw,v,w
1786167430.0769482,1.6110604895724587,0.1927526030231762,0.23425053693096928,0.4246045907049075,-0.067659881233551
1786167430.0969932,1.6190164740724984,0.19479028964745876,0.23287416422489485,0.44101354932122017,-0.06866399698577143
1786167430.1169221,1.6266020280227722,0.19672125221441183,0.2315893287365092,0.42278610842722475,-0.0644708645771871
1786167430.1367676,1.6342588603679356,0.19865717111118453,0.2299297554066612,0.4283937377058109,-0.08362472735619307
1786167430.157214,1.6421247292358228,0.2006307804596695,0.22828517355842454,0.4269803291754135,-0.08043420117524129
1786167430.177213,1.6495412947548242,0.20247731752570325,0.22661149573167055,0.41142510167681595,-0.0836879617017422
1786167430.1967132,1.6570567083597727,0.20433249838347844,0.2246275787095246,0.4273798677487074,-0.10173800099834916
1786167430.2167327,1.664519928078939,0.2061578571914466,0.22269640468476645,0.41320619150693694,-0.09646449762694126
1786167430.2367482,1.6721583497464843,0.20800907372183483,0.22078765871557632,0.4227960940467991,-0.09536349601026924
1786167430.2567391,1.6795442582301587,0.20978215111559914,0.21873116701509845,0.40912758679048916,-0.10287128333748159
1786167430.2772589,1.6872208518582514,0.21160501246338445,0.21627090905424623,0.414050280383836,-0.11989716968645457
1786167430.2972748,1.6946547767419016,0.21335053437560605,0.2141266801181191,0.41083261971789614,-0.10712598720371741
1786167430.3168933,1.7017573953181004,0.21500393169247645,0.21277661914082052,0.40031302663251933,-0.06881566921866805
1786167430.3370483,1.7093461302610404,0.21675900602592163,0.21151965806852963,0.41620180252911365,-0.06236487240174748
1786167430.3567965,1.7166272897868249,0.21843233059530645,0.2102663815531354,0.40744011042192424,-0.06346278765693485
1786167430.376802,1.724213928604745,0.22016374677945671,0.2087632143769252,0.418943367626518,-0.07513782907491715
1786167430.3966987,1.731594222659754,0.22183386506512034,0.20692840019910136,0.4096215984435578,-0.09221679802167934
1786167430.4167497,1.7390972114393106,0.22351603391114114,0.20512233711540792,0.4130600528443148,-0.09007345560270737
1786167430.4367423,1.7466936838989677,0.2252026778853914,0.20315161773981122,0.4192537187042578,-0.0985724901310927
1786167430.4569976,1.7541843374897592,0.22685069379410927,0.20160726512285784,0.4078941295155362,-0.07624426896780763
1786167430.4770954,1.7618841855173653,0.22853109842648123,0.20007601701668024,0.42243206550278456,-0.07619009272958682
1786167430.4968104,1.7693314918934784,0.2301435618406673,0.19861548231887752,0.41637293560108246,-0.07408214346340788
1786167430.5170965,1.777093899182308,0.2318114866945993,0.1972210945614028,0.4216450400271523,-0.06873617456135146
1786167430.5370398,1.7846856354699405,0.23343146229709794,0.19604130543271164,0.4193484508128073,-0.059157352974678966
1786167430.5572767,1.7921884785381927,0.23502152752632524,0.19469240366147691,0.40831348951798585,-0.06665532628059559
